slug,prompt,intermediate_concept,correct_answer,hop_type,notes
history-of-chess-s9-10-ctx,"The 20th century saw great leaps forward in chess theory and the establishment of the World Chess Federation. In 1997, an IBM supercomputer beat Garry Kasparov, the then",N/A,world,next-token prediction,wikipedia article: History of chess | top1_prob: 0.312
world-war-ii-s24-11-ctx,"World War II transformed the political, economic, and social structures of the world, and established the foundation of international relations for the rest of the 20th century and into the 21st century. The United Nations was created to foster international cooperation and prevent",N/A,future,next-token prediction,wikipedia article: World War II | top1_prob: 0.488
loto-tonga-soka-centre-s12-12-ctx,"The groundbreaking ceremony on the site was held on 17 August 2022. By November, construction of the stadium had begun with local company Dexing",N/A,construction,next-token prediction,wikipedia article: Loto-Tonga Soka Centre | top1_prob: 0.312
void-astronomy-s5-9-ctx,"Voids typically have a diameter of 10 to 100 megaparsecs (30 to 300 million light-years); particularly large voids, defined by the absence of rich superclusters, are sometimes called supervoids. They were first discovered in 1978 in a pioneering",N/A,study,next-token prediction,wikipedia article: Void (astronomy) | top1_prob: 0.489
debate-on-the-chineseness-of-the-yuan-and-qing-dynasties-s16-13-ctx,"Furthermore, to serve Japanese political agenda, some Japanese academics and politicians like Yano Jinichi and Ishiwara Kanji made a distinction between ""China"" and the ""Qing dynasty""; and separated Manchuria, Inner Mongolia, and Outer Mongolia from the territorial scope of ""China"" in their rhetoric to justify the Continental Policy and the Japanese invasion of China. Whereas there were many regimes in Chinese history that were ruled by non-Han",N/A,chinese,next-token prediction,wikipedia article: Debate on the Chineseness of the Yuan and Qing dynasties | top1_prob: 0.489
history-of-sport-in-australia-s24-9-ctx,Victorian rules football (later known as Australian rules football) was codified in 1859. Australian football clubs still around in the current Australian,N/A,football,next-token prediction,wikipedia article: History of sport in Australia | top1_prob: 0.490
set-theory-music-s10-11-ctx,"Moreover, musical set theory is more closely related to group theory and combinatorics than to mathematical set theory, which concerns itself with such matters as, for example, various sizes of infinitely large sets. In combinatorics, an unordered subset of n objects, such as pitch",N/A,classes,next-token prediction,wikipedia article: Set theory (music) | top1_prob: 0.310
dissolution-of-the-ottoman-empire-s21-11-ctx,"The Treaty of Balta Liman (1838) with Great Britain ""will abolish all monopolies, allow British merchants and their collaborators to have full access to all Ottoman markets and will be taxed equally to local merchants"". Thus English manufacturers could sell their products cheaply in the Ottoman",N/A,empire,next-token prediction,wikipedia article: Dissolution of the Ottoman Empire | top1_prob: 0.491
debate-on-the-chineseness-of-the-yuan-and-qing-dynasties-s20-15-ctx,"Both polities have always officially denied that the Yuan and Qing dynasties were foreign dynasties; including the first (provisional) president of the Republic of China Sun Yat-sen, who changed his stance from Han chauvinism to Chinese nationalism with the Han people as the center by embracing a multi-ethnic China because he saw the great risk of establishing a Han Chinese nation-state. Denying the ""Chineseness"" of the Yuan and Qing dynasties threatens legal basis for the territorial",N/A,integrity,next-token prediction,wikipedia article: Debate on the Chineseness of the Yuan and Qing dynasties | top1_prob: 0.309
human-skin-color-s15-10-ctx,Natural skin color can also darken as a result of tanning due to exposure to sunlight. The leading theory is that skin color adapts to intense,N/A,sunlight,next-token prediction,wikipedia article: Human skin color | top1_prob: 0.309
national-museum-of-egyptian-civilization-s8-12-ctx,"The collections will be taken from other Egyptian museums such as the Egyptian Museum, the Coptic Museum, the Museum of Islamic Art, the Manial Palace and Museum in Cairo, and the Royal Jewelry Museum in Alexandria. The main gallery helps visitors obtain an integrated idea of the Egyptian",N/A,civilization,next-token prediction,wikipedia article: National Museum of Egyptian Civilization | top1_prob: 0.309
somatic-psychology-s31-9-ctx,"Psychological effects such as anxiety, depression and disorders such as post-traumatic stress disorder (PTSD) can be triggered as well by the constant stress response of the body. To help patients with those mental and physical health",N/A,issues,next-token prediction,wikipedia article: Somatic psychology | top1_prob: 0.308
list-of-programs-broadcast-by-abs-cbn-sports-and-action-s16-11-ctx,"Kokietgym; Marvin Sonsona vs. Akifumi Shimoda (February 23, 2014) The Masters (2002-2013, 2014-2019) (under Fox",N/A,sports,next-token prediction,wikipedia article: List of programs broadcast by ABS-CBN Sports and Action | top1_prob: 0.493
enterprise-architecture-s31-10-ctx,"The first use of the term ""enterprise architecture"" is often incorrectly attributed to John Zachman's 1987 A framework for information systems architecture. The first publication to use it was instead a National",N/A,institute,next-token prediction,wikipedia article: Enterprise architecture | top1_prob: 0.307
2001-milan-municipal-election-s7-8-ctx,"On the other side, moreover weakened by the national government's extreme unpopularity, the centre-left coalition was unable to find a way to fit into this system of power. As Albertini decided to conduct a low profile",N/A,campaign,next-token prediction,wikipedia article: 2001 Milan municipal election | top1_prob: 0.307
somatic-psychology-s8-10-ctx,"Studying the relationship between the body and the psyche, meaning mind, soul or spirit, is an ancient practice. In the West, systematic study and debate about the body-mind",N/A,relationship,next-token prediction,wikipedia article: Somatic psychology | top1_prob: 0.493
eid-church-rauma-s19-14-ctx,The pulpit in the present church dates from 1668 and rises through the right part of the chancel opening. It originally was part of the previous church and was moved into the new,N/A,church,next-token prediction,wikipedia article: Eid Church (Rauma) | top1_prob: 0.494
richy-ahmed-s5-8-ctx,"His music releases include ""The Drums"", which was named Pete Tong's Essential New Tune and more recently Sneaky Acid EP for Hot Creations' 50th release. Ahmed has joined the roster of artists taking",N/A,part,next-token prediction,wikipedia article: Richy Ahmed | top1_prob: 0.306
morphology-linguistics-s2-13-ctx,"Most approaches to morphology investigate the structure of words in terms of morphemes, which are the smallest units in a language with some independent meaning or grammatical function. Morphemes include roots that can exist as words by themselves, but also categories",N/A,such,next-token prediction,wikipedia article: Morphology (linguistics) | top1_prob: 0.306
mcquiggin-v-perkins-s23-15-ctx,"From 1997 to 2003, Perkins obtained three affidavits which he claimed would prove his innocence; however, he did not file a habeas corpus appeal until 2008. Under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA), a state prisoner has",N/A,one,next-token prediction,wikipedia article: McQuiggin v. Perkins | top1_prob: 0.494
cecilie-fiskerstrand-s18-11-ctx,"On 19 June 2023, she was included in the 23-player Norwegian squad for the 2023 FIFA Women's World Cup. On 16 June 2025, Fiskerstrand was called up to the Norway",N/A,squad,next-token prediction,wikipedia article: Cecilie Fiskerstrand | top1_prob: 0.494
the-voice-russian-tv-series-season-3-s3-14-ctx,"Dima Bilan, Pelageya, Alexander Gradsky, and Leonid Agutin returned as the coach's for their third seasons. Alexandra Vorobyova was announced the winner on December 26, 2014, marking Alexander Gradsky's third",N/A,win,next-token prediction,wikipedia article: The Voice (Russian TV series) season 3 | top1_prob: 0.305
lucius-arruntius-stella-s9-11-ctx,"Statius wrote an epithalamium, or a marriage poem, for Stella. It is from this work we learn the identity of his",N/A,wife,next-token prediction,wikipedia article: Lucius Arruntius Stella | top1_prob: 0.305
yuan-dynasty-s26-9-ctx,"Some scholars believe that 1260 was the year that the Yuan dynasty emerged with the proclamation of a reign title following the collapse of the unified Mongol Empire. The Yuan dynasty is sometimes also called the ""Mongol",N/A,dynasty,next-token prediction,wikipedia article: Yuan dynasty | top1_prob: 0.305
fauna-of-the-amazon-rainforest-s2-15-ctx,"To date, there are at least 40,000 different types of plants, 427 types of mammals, 1,300 types of birds, 378 types of reptiles, more than 400 types of amphibians, and around 3,000 types of freshwater fish known to be living in the Amazon. The Amazon rainforest covers 6.7 million square kilometre, accounting for over 40% of the planet's",N/A,remaining,next-token prediction,wikipedia article: Fauna of the Amazon rainforest | top1_prob: 0.305
elizabeth-burchenal-s20-8-ctx,"Ward Crampton) Folk Dances and Singing Games (3 vol., 1909, 1922) ""Athletics for Girls"" (1909, with Jennie Bradley Roessing) Dances of the People (1913) Folk Dances of Denmark (1915) American Country Dances (1917) ""A Constructive Program of Athletics for School Girls: Policy, Method and Activities"" (1919) Folk Dances from Old Homelands (1922) Folk-dancing as a Popular Recreation: A Handbook (1922) National Dances of Ireland (1925) Three Old American Quadrilles (1926) Four Folk Games from Sweden, Finland, Czechoslovakia (1928) Five Folk Dances (1929) Folk Dances of Germany (1938) ""Folk Dances of the United States: Regional Types and Origins"" (1951) Burchenal died in 1959, probably in her eighties, in Brooklyn. Silent footage of Elizabeth Burchenal leading a large",N/A,group,next-token prediction,wikipedia article: Elizabeth Burchenal | top1_prob: 0.495
void-astronomy-s8-11-ctx,"Voids are believed to have been formed by baryon acoustic oscillations in the Big Bang, collapses of mass followed by implosions of the compressed baryonic matter. Starting from initially small anisotropies from quantum fluctuations in the early",N/A,universe,next-token prediction,wikipedia article: Void (astronomy) | top1_prob: 0.496
aslan-band-s32-13-ctx,"The album went platinum within three weeks and remained in the top ten for eight weeks. Towards the end of 1999 Aslan sold out Ireland's largest indoor venue (9,000",N/A,capacity,next-token prediction,wikipedia article: Aslan (band) | top1_prob: 0.496
rural-municipality-of-mount-pleasant-no-2-s1-15-ctx,The Rural Municipality of Mount Pleasant No. 2 (2016 population: 414) is a rural municipality (RM) in the Canadian province of Saskatchewan,N/A,within,next-token prediction,wikipedia article: Rural Municipality of Mount Pleasant No. 2 | top1_prob: 0.496
climate-change-mitigation-s20-11-ctx,"Fossil fuel subsidies can be eliminated in favour of clean energy subsidies, and incentives offered for installing energy efficiency measures or switching to electric power sources. The first global carbon tax has been proposed by the United",N/A,nations,next-token prediction,wikipedia article: Climate change mitigation | top1_prob: 0.497
darius-stills-s19-9-ctx,"His brother Dante played alongside him at West Virginia and now plays defensive line for the Arizona Cardinals. Their father, Gary, played in the NFL for 10",N/A,years,next-token prediction,wikipedia article: Darius Stills | top1_prob: 0.497
climate-change-s30-11-ctx,"Scientists used the term inadvertent climate modification to refer to human impacts on the climate at this time. In the 1980s, the terms global warming and climate change became",N/A,more,next-token prediction,wikipedia article: Climate change | top1_prob: 0.303
impressionism-s29-9-ctx,"Using an eclectic mix of techniques and formulas established in Western painting since the Renaissance, such as linear perspective and figure types derived from Classical Greek art, these artists produced escapist visions of a reassuringly ordered world. By the 1850s, some artists, notably the Realist painter",N/A,gustave,next-token prediction,wikipedia article: Impressionism | top1_prob: 0.303
handover-gifts-museum-of-macao-s8-10-ctx,The auditorium is located on the third floor. The museum exhibits auspicious gifts given by the 56 ethnic,N/A,groups,next-token prediction,wikipedia article: Handover Gifts Museum of Macao | top1_prob: 0.497
list-of-rivers-of-pakistan-s9-9-ctx,"Several times, but not continuously, it carried the water of the Sutlej during the Bronze Age period. Many settlements of the Indus Valley civilisation have been",N/A,found,next-token prediction,wikipedia article: List of rivers of Pakistan | top1_prob: 0.497
climate-change-s49-10-ctx,Around 1850 thermometer records began to provide global coverage. Between the 18th century and 1970 there was little net,N/A,warming,next-token prediction,wikipedia article: Climate change | top1_prob: 0.498
charlie-bosbury-s8-12-ctx,"Described as able to ""beat a man and centre on the run ... capable of cutting in and shooting with deadly effect"", Bosbury scored 33",N/A,goals,next-token prediction,wikipedia article: Charlie Bosbury | top1_prob: 0.301
biological-anthropology-s5-11-ctx,Bioarchaeology is the study of past human cultures through examination of human remains recovered in an archaeological context. The examined human remains are usually limited to bones but may,N/A,include,next-token prediction,wikipedia article: Biological anthropology | top1_prob: 0.499
behavioural-genetics-s9-13-ctx,"Further, most researched human behaviours are influenced by a very large number of genes and the individual effects of these genes are very small. Environmental influences also play a strong role, but they tend to make family",N/A,members,next-token prediction,wikipedia article: Behavioural genetics | top1_prob: 0.300
rosa-tavarez-s13-8-ctx,"Among the most important were the exhibitions at the Museum of Modern Art in Santo Domingo in 1982 (The Idols) and 2001 (Echoes of the Ecological Cry); the 1993 Series Wounded Geometry; Enigmas, prints and drawings exhibited at the Museum of Art and History of San Juan, Puerto Rico in 1988. She has also participated in important international exhibitions",N/A,such,next-token prediction,wikipedia article: Rosa Tavarez | top1_prob: 0.300
o-brien-nineteen-eighty-four-s1-15-ctx,"O'Brien is a fictional character and the main antagonist in George Orwell's 1949 novel Nineteen Eighty-Four. The protagonist Winston Smith, living in a dystopian society governed by the Party, feels strangely",N/A,drawn,next-token prediction,wikipedia article: O'Brien (Nineteen Eighty-Four) | top1_prob: 0.501
polesie-voivodeship-s21-11-ctx,"Most of it consisted of the Polesie swamp - a flat, vast, sparsely inhabited area, with several rivers and streams. Access to some villages and hamlets required boats, especially in early",N/A,spring,next-token prediction,wikipedia article: Polesie Voivodeship | top1_prob: 0.501
theoretical-computer-science-s16-11-ctx,"Starting from an initial state and initial input (perhaps empty), the instructions describe a computation that, when executed, proceeds through a finite number of well-defined successive states, eventually producing ""output"" and terminating at a final ending state. The transition from one state to the next is not necessarily",N/A,deterministic,next-token prediction,wikipedia article: Theoretical computer science | top1_prob: 0.299
byzantine-empire-s12-11-ctx,"A plague began around 541, and a prolonged warfare with Persia placed fiscal and military strain on the empire, contributing to political and strategic challenges in the decades that followed. In the 630s and 640s the Arab conquests defeated Byzantine field",N/A,armies,next-token prediction,wikipedia article: Byzantine Empire | top1_prob: 0.501
climate-change-denial-s35-8-ctx,"But virtually all deniers have falsely branded themselves as skeptics. By perpetrating this misnomer, journalists have granted undeserved",N/A,credibility,next-token prediction,wikipedia article: Climate change denial | top1_prob: 0.298
deborah-chancellor-s12-13-ctx,"In 2012 Chancellor was part of the Newnham College, Cambridge, team that took part in a special Christmas edition of University Challenge. From 2009-2011 Chancellor was a fellow of the Royal Literary Fund at Newnham",N/A,college,next-token prediction,wikipedia article: Deborah Chancellor | top1_prob: 0.502
list-of-solar-system-objects-by-size-s6-13-ctx,"Solar System objects more massive than 1021 kilograms are known or expected to be approximately spherical. Astronomical bodies relax into rounded shapes (spheroids), achieving hydrostatic equilibrium, when their own",N/A,gravity,next-token prediction,wikipedia article: List of Solar System objects by size | top1_prob: 0.502
chand-grehan-s4-8-ctx,"Chand Grehan centres on the tension between political influence and social class. Shehrbano (Huma Nawab), a woman from a wealthy",N/A,family,next-token prediction,wikipedia article: Chand Grehan | top1_prob: 0.502
ancient-greek-religion-s18-8-ctx,"While being immortal, the gods were certainly not all-good or even all-powerful. They had to obey fate, known to Greek",N/A,mythology,next-token prediction,wikipedia article: Ancient Greek religion | top1_prob: 0.298
mooring-oceanography-s21-9-ctx,"The energy to move is ""free"" in the sense that wave energy is harnessed to move the prawler upwards by ratcheting, and prawler simply falls downward with gravity. Similar to a kite in the wind, the mooring",N/A,line,next-token prediction,wikipedia article: Mooring (oceanography) | top1_prob: 0.296
linguistics-s12-8-ctx,"Linguistics is also related to the philosophy of language, stylistics, rhetoric, semiotics, lexicography, and translation. Historical linguistics is the study of how language",N/A,changes,next-token prediction,wikipedia article: Linguistics | top1_prob: 0.504
aslan-band-s45-13-ctx,"The band played yet another headlining gig at the Point Theatre on 27 December 2005. The band helped write and perform ""How Can I Protect You"", the tenth",N/A,track,next-token prediction,wikipedia article: Aslan (band) | top1_prob: 0.296
british-empire-s25-8-ctx,"Despite the final victory of Britain and its allies, the damage to British prestige and the British economy helped accelerate the decline of the empire. India, Britain's most valuable and populous possession, achieved",N/A,independence,next-token prediction,wikipedia article: British Empire | top1_prob: 0.504
dmytro-sula-s4-10-ctx,"Sula was the author of the first goal for Metalist 1925 Kharkiv in the Ukrainian First League. In December 2018, Sula signed for Inhulets Petrove, becoming their",N/A,first,next-token prediction,wikipedia article: Dmytro Sula | top1_prob: 0.295
2018-world-seniors-championship-s1-8-ctx,"The 2018 World Seniors Championship was a snooker tournament, taking place at the Baths Hall in Scunthorpe, England, from 21 to 24 March 2018. Qualifying for the tournament was open to non-tour",N/A,players,next-token prediction,wikipedia article: 2018 World Seniors Championship | top1_prob: 0.505
list-of-sultans-of-the-ottoman-empire-s9-10-ctx,The partitioning of the Empire by the victorious Allies and the ensuing Turkish War of Independence led to the abolition of the sultanate in 1922 and the birth of the modern Republic of Turkey in 1922. The sultan was also referred to as the padishah (Ottoman,N/A,turkish,next-token prediction,wikipedia article: List of sultans of the Ottoman Empire | top1_prob: 0.506
succession-to-the-byzantine-empire-s26-14-ctx,"As the successor of the ancient Roman emperors, the power of the Byzantine emperor (officially titled the ""Emperor of the Romans""; in later times the ""Emperor and Autocrat of the Romans"") was nearly absolute; being the supreme judge, the sole legitimate legislator, the highest military commander and the protector of the Christian church. In Ancient Rome, before Christianization, the emperors were proclaimed as divine figures in their",N/A,own,next-token prediction,wikipedia article: Succession to the Byzantine Empire | top1_prob: 0.294
indonesian-literature-s3-8-ctx,The term is also used to refer more broadly to literature produced in areas with common language roots based on the Malay language (of which Indonesian is one scion). This would extend the reach to the Maritime,N/A,southeast,next-token prediction,wikipedia article: Indonesian literature | top1_prob: 0.506
island-country-s11-10-ctx,"Similarly, Madagascar's population is the result of early maritime migrations from both Southeast Asia and East Africa, resulting in a unique cultural and genetic blend that reflects the island's strategic location in the Indian Ocean trade routes. The Age of Discovery in the 15th century brought European",N/A,explorers,next-token prediction,wikipedia article: Island country | top1_prob: 0.293
industrial-revolution-s32-8-ctx,"The commencement of the Industrial Revolution is closely linked to a small number of innovations, beginning in the second half of the 18th century. By the 1830s, the following gains had been",N/A,made,next-token prediction,wikipedia article: Industrial Revolution | top1_prob: 0.507
woh-saat-din-s10-8-ctx,"Dr. Anand (played by Naseeruddin Shah), Maya's husband, finds",N/A,out,next-token prediction,wikipedia article: Woh Saat Din | top1_prob: 0.293
jazz-fusion-s39-9-ctx,"Jack Johnson (1971) has been cited as ""the purest electric jazz record ever made"" and ""one of the most remarkable jazz rock discs of the era"". Herbie Hancock brought elements of funk, disco, and electronic",N/A,music,next-token prediction,wikipedia article: Jazz fusion | top1_prob: 0.507
artificial-intelligence-s16-13-ctx,The traits described below have received the most attention and cover the scope of AI research. Early researchers developed algorithms that imitated step-by-step reasoning that humans use when they,N/A,solve,next-token prediction,wikipedia article: Artificial intelligence | top1_prob: 0.293
desert-ecology-s24-15-ctx,"Dust clouds commonly form in windy, arid climates. Scientists have previously theorised that desert dust clouds would enhance rainfall, however, some more recent",N/A,studies,next-token prediction,wikipedia article: Desert ecology | top1_prob: 0.508
history-of-science-fiction-s12-10-ctx,"That is The Epic of Gilgamesh."" French science fiction writer Pierre Versins also argued that Gilgamesh was the first science fiction work due to its treatment of human reason and the quest for immortality. In addition, Gilgamesh features a flood scene that in some",N/A,ways,next-token prediction,wikipedia article: History of science fiction | top1_prob: 0.292
chulayarnnon-siriphol-s6-9-ctx,"Chulayarnnon has received a Bachelor of Fine Arts from King Mongkut's Institute of Technology Ladkrabang and a Master of Fine Arts from Silpakorn University, both located in Bangkok, Thailand. His work has been included in large-scale international art",N/A,exhibitions,next-token prediction,wikipedia article: Chulayarnnon Siriphol | top1_prob: 0.508
justin-moore-basketball-s9-10-ctx,Winning the 2019 EYBL Nike Peach Jam. Moore was additionally invited to play in the 2019 Nike,N/A,hoop,next-token prediction,wikipedia article: Justin Moore (basketball) | top1_prob: 0.292
the-cambridge-medieval-history-s42-8-ctx,"VI: Victory of the Papacy, 1929. ""This volume contains a general introduction, thirteen narrative",N/A,chapters,next-token prediction,wikipedia article: The Cambridge Medieval History | top1_prob: 0.509
software-architecture-s10-13-ctx,"Note that synchronous communication between architectural components, entangles them and they must share the same architectural characteristics. Documenting software architecture facilitates communication between stakeholders, captures early decisions about the high-level",N/A,design,next-token prediction,wikipedia article: Software architecture | top1_prob: 0.291
bankart-repair-s3-12-ctx,"The procedure is named for the Bankart lesion, a common name for the condition it addresses. The condition was named for British surgeon Arthur Sydney Blundell Bankart, who",N/A,first,next-token prediction,wikipedia article: Bankart repair | top1_prob: 0.291
golden-gate-girls-s21-8-ctx,"Louisa Wei reveals to China Daily's Chitralekha Basu, is the ninth and re-titled Golden Gate Girls in English. It was invited to over a dozen international",N/A,film,next-token prediction,wikipedia article: Golden Gate Girls | top1_prob: 0.509
ancient-rome-s30-11-ctx,"Long after the abolition of the Roman monarchy, a vestigial rex sacrorum was retained to exercise the monarch's former priestly functions. The Romans believed that their monarchy was elective, with seven legendary",N/A,kings,next-token prediction,wikipedia article: Ancient Rome | top1_prob: 0.509
sociology-s20-11-ctx,Khaldun's Muqaddimah was considered to be amongst the first works to advance social-scientific reasoning on social cohesion and social conflict. The word sociology derives part of its name from the Latin,N/A,word,next-token prediction,wikipedia article: Sociology | top1_prob: 0.509
wales-autism-research-centre-s4-12-ctx,"Professor Sue Leekam is the Centre director and Cardiff University's Autism Chair. The centre's mission is: ""To create positive change for individuals and families",N/A,affected,next-token prediction,wikipedia article: Wales Autism Research Centre | top1_prob: 0.510
world-war-i-s20-15-ctx,"By early November, the Allies had signed armistices with the Ottomans and with Austria-Hungary, leaving Germany isolated. Facing a revolution at home, Kaiser Wilhelm II abdicated on 9 November, and the war",N/A,ended,next-token prediction,wikipedia article: World War I | top1_prob: 0.290
french-revolution-s2-11-ctx,"Many of the revolution's ideas are considered fundamental principles of liberal democracy, and its values remain central to modern French political discourse. It was caused by a combination of social, political, and economic",N/A,factors,next-token prediction,wikipedia article: French Revolution | top1_prob: 0.510
ancient-egypt-s1-12-ctx,Ancient Egypt was a cradle of civilization concentrated along the lower reaches of the Nile River in the eastern corner of North Africa. It emerged from prehistoric Egypt around 3150 BC (according to conventional Egyptian,N/A,chronology,next-token prediction,wikipedia article: Ancient Egypt | top1_prob: 0.510
cinema-of-japan-s10-10-ctx,"As of 2025, the top 16 highest-grossing Japanese films worldwide are all anime, and the top 10 (four of which are by Studio Ghibli) were all released in the 21st century. Although Japanese horror films have been around since the post-war",N/A,era,next-token prediction,wikipedia article: Cinema of Japan | top1_prob: 0.510
shadow-psychology-s2-8-ctx,"The shadow may be personified as archetypes which relate to the collective unconscious, such as the trickster. Carl Jung characterized the shadow as the blind",N/A,spot,next-token prediction,wikipedia article: Shadow (psychology) | top1_prob: 0.511
flight-stakes-united-states-s5-14-ctx,"The owners of Sheepshead Bay Race Track, and other racing facilities in New York State, struggled to stay in business without betting. Racetrack operators had no choice but to drastically reduce the purse money being paid",N/A,out,next-token prediction,wikipedia article: Flight Stakes (United States) | top1_prob: 0.511
medieval-india-s17-10-ctx,"One definition includes the period from the 6th century, the first half of the 7th century, or the 8th century up to the 16th century, essentially coinciding with the Middle Ages of Europe. It may be divided into two periods: The 'early medieval",N/A,period,next-token prediction,wikipedia article: Medieval India | top1_prob: 0.511
history-of-chess-engines-s1-14-ctx,The history of chess began nearly 1500 years ago. The introduction of chess engines around 1960 and permanent improvement over time has made,N/A,chess,next-token prediction,wikipedia article: History of chess engines | top1_prob: 0.289
photovoltaic-system-s31-11-ctx,"About 70 percent of all solar cells and modules are produced in China and Taiwan, only 5 percent by European and US manufacturers. The installed capacity for both small rooftop systems and large solar",N/A,power,next-token prediction,wikipedia article: Photovoltaic system | top1_prob: 0.289
cinema-of-japan-s6-13-ctx,"Japan has also won the Academy Award for Best International Feature Film five times, more than any other Asian country. Anime rose in popularity during the 1980s, with new animated films being released",N/A,every,next-token prediction,wikipedia article: Cinema of Japan | top1_prob: 0.289
early-middle-ages-s23-12-ctx,"However, many bribed the Danube border-guards into allowing them to bring their weapons. The discipline and organization of a Roman legion made it a superb",N/A,fighting,next-token prediction,wikipedia article: Early Middle Ages | top1_prob: 0.512
